ip,received,min,avg,max,mdev
152.19.160.1,60,0.688,0.842,1.024,0.068
152.19.253.53,60,0.769,5.930,53.946,11.773
152.19.253.90,60,1.191,1.393,1.618,0.100
152.19.255.65,60,1.338,1.546,1.873,0.103
128.109.19.89,60,4.823,5.142,5.782,0.197
198.86.53.237,60,14.296,15.523,42.244,3.758
108.170.240.97,0,0,0,0,0
108.170.246.1,0,0,0,0,0
216.239.54.111,0,0,0,0,0
216.239.54.111,0,0,0,0,0
216.239.54.125,0,0,0,0,0
216.239.54.111,0,0,0,0,0
216.239.54.111,0,0,0,0,0
172.217.5.238,60,10.617,10.836,11.051,0.106
