ip,received,min,avg,max,mdev
152.19.160.1,60,0.678,0.832,0.951,0.075
152.19.253.53,60,0.740,4.872,39.687,8.636
152.19.253.90,60,1.170,1.389,1.665,0.121
152.19.255.65,60,1.212,1.529,1.934,0.128
128.109.19.89,60,4.768,5.168,5.706,0.188
198.71.47.221,60,9.696,10.026,11.230,0.326
162.252.70.121,60,10.596,11.218,13.297,0.733
64.57.29.131,60,11.253,15.512,80.395,11.330
