ip,received,min,avg,max,mdev
152.19.160.1,60,0.663,0.837,0.972,0.063
152.19.253.53,60,0.744,2.639,22.826,4.617
152.19.253.90,60,1.163,1.397,1.684,0.116
152.19.255.65,60,1.270,1.539,1.885,0.134
128.109.19.89,60,4.868,5.209,5.745,0.214
198.86.53.237,60,14.256,17.147,145.682,16.753
108.170.246.1,0,0,0,0,0
216.239.54.125,0,0,0,0,0
216.239.54.125,0,0,0,0,0
216.239.54.111,0,0,0,0,0
216.239.54.125,0,0,0,0,0
216.239.54.125,0,0,0,0,0
172.217.5.238,60,10.632,10.807,11.103,0.101
