ip,received,min,avg,max,mdev
152.19.160.1,60,0.699,0.835,1.010,0.070
152.19.253.53,60,0.764,4.973,40.242,9.867
152.19.253.89,60,1.264,1.422,1.646,0.094
152.2.255.65,60,1.305,1.542,1.908,0.127
128.109.1.89,60,4.841,5.252,6.130,0.213
128.109.5.2,60,8.470,21.034,317.214,44.014
152.10.0.71,60,8.618,8.736,8.904,0.072
