ip,received,min,avg,max,mdev
152.19.160.1,60,0.667,0.839,0.945,0.059
152.19.253.53,60,0.768,5.470,48.307,10.310
152.19.253.90,60,1.151,1.559,8.208,1.030
152.19.255.65,60,1.242,1.529,1.795,0.122
128.109.19.89,60,4.852,5.183,5.510,0.170
198.86.53.237,60,14.275,16.168,70.989,7.530
108.170.240.97,0,0,0,0,0
108.170.246.1,0,0,0,0,0
216.239.54.125,0,0,0,0,0
216.239.54.111,0,0,0,0,0
172.217.5.238,60,10.642,10.790,10.990,0.083
