ip,received,min,avg,max,mdev
152.19.160.1,60,0.658,0.820,0.987,0.068
152.19.253.53,60,0.722,4.421,40.635,8.142
152.19.253.89,60,1.232,1.442,1.649,0.088
152.2.255.65,60,1.413,1.597,1.951,0.123
128.109.1.89,60,4.708,5.169,5.490,0.184
128.109.5.2,60,8.463,14.407,264.604,33.252
152.10.0.71,60,8.577,8.785,10.193,0.269
