ip,received,min,avg,max,mdev
152.19.160.1,60,0.696,1.833,61.710,7.795
152.19.253.53,60,0.759,2.279,32.260,4.878
152.19.253.90,60,1.184,1.372,1.600,0.098
152.19.255.65,60,1.275,1.502,1.757,0.109
128.109.19.89,60,4.861,5.135,5.494,0.164
198.86.53.237,60,14.321,14.613,16.983,0.479
108.170.240.97,0,0,0,0,0
216.239.54.111,0,0,0,0,0
172.217.5.238,60,10.620,10.779,11.111,0.097
