ip,received,min,avg,max,mdev
152.19.160.1,60,0.724,0.840,1.007,0.062
152.19.253.53,60,0.795,4.474,64.732,11.559
152.19.253.90,60,1.146,2.183,23.268,3.381
152.19.255.65,60,1.295,1.520,1.744,0.092
128.109.19.89,60,4.921,5.207,5.490,0.151
198.71.47.221,60,9.693,11.659,25.381,2.160
162.252.70.121,60,10.592,10.972,15.435,0.782
64.57.29.131,60,11.236,15.126,79.225,12.355
