ip,received,min,avg,max,mdev
152.19.160.1,60,0.702,0.827,1.017,0.064
152.19.253.53,60,0.769,3.488,35.148,6.280
152.19.253.90,60,1.226,2.235,18.692,3.534
152.19.255.65,60,1.278,1.551,1.746,0.099
128.109.19.89,60,4.789,5.197,5.540,0.165
198.71.47.221,60,9.719,10.049,12.700,0.478
162.252.70.121,60,10.526,10.868,12.470,0.321
64.57.29.131,60,11.215,19.857,139.664,23.357
