ip,received,min,avg,max,mdev
152.19.160.1,60,0.695,0.827,0.976,0.066
152.19.253.53,60,0.747,4.094,53.796,9.647
152.19.253.89,60,1.257,1.464,3.856,0.330
152.2.255.65,60,1.283,1.536,1.731,0.099
128.109.1.89,60,4.716,5.138,5.410,0.177
128.109.5.2,60,8.453,9.578,30.339,3.453
152.10.0.71,60,8.571,8.718,9.791,0.162
