ip,received,min,avg,max,mdev
152.19.160.1,60,0.720,0.837,1.020,0.056
152.19.253.53,60,0.755,4.608,96.869,13.373
152.19.253.90,60,1.164,1.410,1.642,0.120
152.19.255.65,60,1.335,1.587,1.880,0.114
128.109.19.89,60,4.771,5.168,5.705,0.203
198.86.53.237,60,14.302,14.776,16.803,0.662
108.170.246.1,0,0,0,0,0
216.239.54.111,0,0,0,0,0
172.217.5.238,60,10.608,10.807,11.068,0.108
