ip,received,min,avg,max,mdev
152.19.160.1,60,0.711,0.849,1.005,0.072
152.19.253.53,60,0.776,4.518,81.060,13.305
152.19.253.90,60,1.161,1.417,2.135,0.165
152.19.255.65,60,1.272,1.500,1.872,0.128
128.109.19.89,60,4.810,5.158,5.526,0.180
198.86.53.237,60,14.255,14.915,23.551,1.279
108.170.240.97,0,0,0,0,0
108.170.246.1,0,0,0,0,0
216.239.54.125,0,0,0,0,0
216.239.54.111,0,0,0,0,0
172.217.5.238,60,10.654,10.807,11.043,0.081
