ip,received,min,avg,max,mdev
152.19.160.1,60,0.691,0.825,0.954,0.053
152.19.253.53,60,0.762,2.852,41.914,5.970
152.19.253.90,60,1.140,1.402,1.695,0.110
152.19.255.65,60,1.265,1.576,1.891,0.124
128.109.19.89,60,4.684,5.165,5.595,0.189
198.71.47.221,60,9.617,10.332,27.566,2.310
162.252.70.121,60,10.579,10.937,12.602,0.467
64.57.29.131,60,11.281,15.784,75.730,10.812
